technique	threshold	relation	metric	value
allno	-1	sports__sports_position__players-soccer__football_roster_position__team	MAP	1.0
allno	-1	award__award_winner__awards_won-award__award_honor__award_winner	MRR	1.0
allno	-1	award__award_winner__awards_won-award__award_honor__award_winner	MAP	1.0
allno	-1	base__eating__diets__people_who_follow_this_diet	MRR	1.0
allno	-1	base__eating__diets__people_who_follow_this_diet	MAP	1.0
allno	-1	organization__organization__headquarters-location__mailing_address__state_province_region	MRR	nan
allno	-1	organization__organization__headquarters-location__mailing_address__state_province_region	MAP	nan
allno	-1	basketball__basketball_team__roster-basketball__basketball_roster_position__position	MRR	1.0
allno	-1	basketball__basketball_team__roster-basketball__basketball_roster_position__position	MAP	1.0
allno	-1	media_common__dedicator__dedications-media_common__dedication__dedicated_to	MRR	1.0
allno	-1	media_common__dedicator__dedications-media_common__dedication__dedicated_to	MAP	1.0
allno	-1	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	MRR	1.0
allno	-1	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	MAP	1.0
allno	-1	common__topic__webpage-common__webpage__category	MRR	1.0
allno	-1	common__topic__webpage-common__webpage__category	MAP	1.0
allno	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	MRR	1.0
allno	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	MAP	1.0
allno	-1	food__food__nutrients-food__nutrition_fact__nutrient	MRR	1.0
allno	-1	food__food__nutrients-food__nutrition_fact__nutrient	MAP	1.0
allno	-1	film__film_production_designer__films_production_designed	MRR	1.0
allno	-1	film__film_production_designer__films_production_designed	MAP	1.0
allno	-1	sports__sports_position__players-sports__sports_team_roster__team	MRR	nan
allno	-1	sports__sports_position__players-sports__sports_team_roster__team	MAP	nan
allno	-1	education__field_of_study__students_majoring-education__education__institution	MRR	1.0
allno	-1	education__field_of_study__students_majoring-education__education__institution	MAP	1.0
allno	-1	award__award_category__winners-award__award_honor__honored_for	MRR	1.0
allno	-1	award__award_category__winners-award__award_honor__honored_for	MAP	1.0
allno	-1	government__political_district__representatives-government__government_position_held__legislative_sessions	MRR	1.0
allno	-1	government__political_district__representatives-government__government_position_held__legislative_sessions	MAP	1.0
allno	-1	symbols__name_source__namesakes	MRR	1.0
allno	-1	symbols__name_source__namesakes	MAP	1.0
allno	-1	music__instrument__instrumentalists	MRR	1.0
allno	-1	music__instrument__instrumentalists	MAP	1.0
allyes	-1	film__film__executive_produced_by	MRR	nan
allyes	-1	film__film__executive_produced_by	MAP	nan
allyes	-1	soccer__football_team__current_roster-sports__sports_team_roster__position	MRR	nan
allyes	-1	soccer__football_team__current_roster-sports__sports_team_roster__position	MAP	nan
allyes	-1	influence__influence_node__peers-influence__peer_relationship__peers	MRR	nan
allyes	-1	influence__influence_node__peers-influence__peer_relationship__peers	MAP	nan
allyes	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	MRR	nan
allyes	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	MAP	nan
allyes	-1	film__film__production_companies	MRR	1.0
allyes	-1	film__film__production_companies	MAP	1.0
allyes	-1	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	MRR	nan
allyes	-1	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	MAP	nan
allyes	-1	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	MRR	1.0
allyes	-1	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	MAP	1.0
allyes	-1	aviation__airline__hubs	MRR	1.0
allyes	-1	aviation__airline__hubs	MAP	1.0
allyes	-1	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	MRR	0.9333333333333332
allyes	-1	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	MAP	0.9
allyes	-1	music__record_label__artist	MRR	1.0
allyes	-1	music__record_label__artist	MAP	1.0
allyes	-1	film__actor__film-film__performance__film	MRR	1.0
allyes	-1	film__actor__film-film__performance__film	MAP	1.0
allyes	-1	time__time_zone__locations_in_this_time_zone	MRR	1.0
allyes	-1	time__time_zone__locations_in_this_time_zone	MAP	1.0
allyes	-1	film__film__starring-film__performance__actor	MRR	1.0
allyes	-1	film__film__starring-film__performance__actor	MAP	1.0
allyes	-1	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	MRR	1.0
allyes	-1	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	MAP	1.0
allyes	-1	people__deceased_person__place_of_death	MRR	1.0
allyes	-1	people__deceased_person__place_of_death	MAP	1.0
allyes	-1	sports__sports_position__players-baseball__baseball_roster_position__team	MRR	1.0
allyes	-1	sports__sports_position__players-baseball__baseball_roster_position__team	MAP	1.0
allyes	-1	award__award_winning_work__awards_won-award__award_honor__ceremony	MRR	1.0
allyes	-1	award__award_winning_work__awards_won-award__award_honor__ceremony	MAP	1.0
allyes	-1	tv__tv_genre__programs	MRR	nan
allyes	-1	tv__tv_genre__programs	MAP	nan
allyes	-1	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	MRR	nan
allyes	-1	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	MAP	nan
allyes	-1	music__genre__parent_genre	MRR	1.0
allyes	-1	music__genre__parent_genre	MAP	1.0
allyes	-1	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	MRR	1.0
allyes	-1	film__film_distributor__films_distributed-film__film_film_distributor_relationship__film	MAP	1.0
allyes	-1	olympics__olympic_participating_country__olympics_participated_in	MRR	nan
allyes	-1	olympics__olympic_participating_country__olympics_participated_in	MAP	nan
allyes	-1	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	MRR	1.0
allyes	-1	base__popstra__celebrity__vacations_in-base__popstra__vacation_choice__location	MAP	1.0
allyes	-1	film__film__distributors-film__film_film_distributor_relationship__distributor	MRR	1.0
allyes	-1	film__film__distributors-film__film_film_distributor_relationship__distributor	MAP	1.0
allyes	-1	award__award_winner__awards_won-award__award_honor__honored_for	MRR	nan
allyes	-1	award__award_winner__awards_won-award__award_honor__honored_for	MAP	nan
allyes	-1	award__award_category__nominees-award__award_nomination__award_nominee	MRR	1.0
allyes	-1	award__award_category__nominees-award__award_nomination__award_nominee	MAP	1.0
allyes	-1	influence__influence_node__influenced_by	MRR	1.0
allyes	-1	influence__influence_node__influenced_by	MAP	1.0
allyes	-1	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	MRR	1.0
allyes	-1	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__olympics	MAP	1.0
allyes	-1	military__military_conflict__commanders-military__military_command__military_commander	MRR	1.0
allyes	-1	military__military_conflict__commanders-military__military_command__military_commander	MAP	1.0
allyes	-1	music__performance_role__regular_performances-music__group_membership__group	MRR	1.0
allyes	-1	music__performance_role__regular_performances-music__group_membership__group	MAP	1.0
allyes	-1	music__genre__subgenre	MRR	1.0
allyes	-1	music__genre__subgenre	MAP	1.0
allyes	-1	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	MRR	1.0
allyes	-1	tv__tv_program__recurring_writers-tv__tv_program_writer_relationship__writer	MAP	1.0
allyes	-1	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	MRR	nan
allyes	-1	olympics__olympic_participating_country__medals_won-olympics__olympic_medal_honor__medal	MAP	nan
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__nominated_for	MRR	1.0
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__nominated_for	MAP	1.0
allyes	-1	music__artist__label	MRR	1.0
allyes	-1	music__artist__label	MAP	1.0
allyes	-1	soccer__football_team__current_roster-soccer__football_roster_position__position	MRR	nan
allyes	-1	soccer__football_team__current_roster-soccer__football_roster_position__position	MAP	nan
allyes	-1	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	MRR	nan
allyes	-1	location__statistical_region__gdp_nominal-measurement_unit__dated_money_value__currency	MAP	nan
allyes	-1	american_football__football_player__former_teams-sports__sports_team_roster__team	MRR	nan
allyes	-1	american_football__football_player__former_teams-sports__sports_team_roster__team	MAP	nan
allyes	-1	film__writer__film	MRR	nan
allyes	-1	film__writer__film	MAP	nan
allyes	-1	film__film_genre__films_in_this_genre	MRR	1.0
allyes	-1	film__film_genre__films_in_this_genre	MAP	1.0
allyes	-1	government__legislative_session__members-government__government_position_held__legislative_sessions	MRR	nan
allyes	-1	government__legislative_session__members-government__government_position_held__legislative_sessions	MAP	nan
allyes	-1	military__military_conflict__combatants-military__military_combatant_group__combatants	MRR	nan
allyes	-1	military__military_conflict__combatants-military__military_combatant_group__combatants	MAP	nan
allyes	-1	music__musical_group__member-music__group_membership__role	MRR	nan
allyes	-1	music__musical_group__member-music__group_membership__role	MAP	nan
allyes	-1	location__location__time_zones	MRR	1.0
allyes	-1	location__location__time_zones	MAP	1.0
allyes	-1	location__statistical_region__religions-location__religion_percentage__religion	MRR	1.0
allyes	-1	location__statistical_region__religions-location__religion_percentage__religion	MAP	1.0
allyes	-1	music__performance_role__track_performances-music__track_contribution__contributor	MRR	nan
allyes	-1	music__performance_role__track_performances-music__track_contribution__contributor	MAP	nan
allyes	-1	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	MRR	1.0
allyes	-1	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	MAP	1.0
allyes	-1	award__award_category__winners-award__award_honor__award_winner	MRR	nan
allyes	-1	award__award_category__winners-award__award_honor__award_winner	MAP	nan
allyes	-1	music__performance_role__guest_performances-music__recording_contribution__performance_role	MRR	1.0
allyes	-1	music__performance_role__guest_performances-music__recording_contribution__performance_role	MAP	1.0
allyes	-1	people__profession__people_with_this_profession	MRR	1.0
allyes	-1	people__profession__people_with_this_profession	MAP	1.0
allyes	-1	people__person__employment_history-business__employment_tenure__company	MRR	1.0
allyes	-1	people__person__employment_history-business__employment_tenure__company	MAP	1.0
allyes	-1	film__film__country	MRR	1.0
allyes	-1	film__film__country	MAP	1.0
allyes	-1	military__military_conflict__commanders-military__military_command__military_combatant	MRR	1.0
allyes	-1	military__military_conflict__commanders-military__military_command__military_combatant	MAP	1.0
allyes	-1	award__award_winning_work__awards_won-award__award_honor__award_winner	MRR	nan
allyes	-1	award__award_winning_work__awards_won-award__award_honor__award_winner	MAP	nan
allyes	-1	olympics__olympic_games__participating_countries	MRR	1.0
allyes	-1	olympics__olympic_games__participating_countries	MAP	1.0
allyes	-1	media_common__adaptation__adapted_from	MRR	1.0
allyes	-1	media_common__adaptation__adapted_from	MAP	1.0
allyes	-1	people__person__education-education__education__institution	MRR	1.0
allyes	-1	people__person__education-education__education__institution	MAP	1.0
allyes	-1	award__award_category__winners-award__award_honor__ceremony	MRR	nan
allyes	-1	award__award_category__winners-award__award_honor__ceremony	MAP	nan
allyes	-1	film__film__genre	MRR	1.0
allyes	-1	film__film__genre	MAP	1.0
allyes	-1	people__person__nationality	MRR	1.0
allyes	-1	people__person__nationality	MAP	1.0
allyes	-1	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	MRR	nan
allyes	-1	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	MAP	nan
allyes	-1	base__popstra__celebrity__friendship-base__popstra__friendship__participant	MRR	1.0
allyes	-1	base__popstra__celebrity__friendship-base__popstra__friendship__participant	MAP	1.0
allyes	-1	location__location__events	MRR	nan
allyes	-1	location__location__events	MAP	nan
allyes	-1	film__film__film_format	MRR	1.0
allyes	-1	film__film__film_format	MAP	1.0
allyes	-1	location__location__contains	MRR	1.0
allyes	-1	location__location__contains	MAP	1.0
allyes	-1	people__person__spouse_s-people__marriage__location_of_ceremony	MRR	nan
allyes	-1	people__person__spouse_s-people__marriage__location_of_ceremony	MAP	nan
allyes	-1	location__administrative_division__country	MRR	nan
allyes	-1	location__administrative_division__country	MAP	nan
allyes	-1	people__person__gender	MRR	1.0
allyes	-1	people__person__gender	MAP	1.0
allyes	-1	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	MRR	nan
allyes	-1	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	MAP	nan
allyes	-1	film__film__release_date_s-film__film_regional_release_date__film_release_region	MRR	1.0
allyes	-1	film__film__release_date_s-film__film_regional_release_date__film_release_region	MAP	1.0
allyes	-1	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	MRR	nan
allyes	-1	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	MAP	nan
allyes	-1	award__award_winning_work__awards_won-award__award_honor__award	MRR	1.0
allyes	-1	award__award_winning_work__awards_won-award__award_honor__award	MAP	1.0
allyes	-1	people__profession__specialization_of	MRR	1.0
allyes	-1	people__profession__specialization_of	MAP	1.0
allyes	-1	location__location__adjoin_s-location__adjoining_relationship__adjoins	MRR	nan
allyes	-1	location__location__adjoin_s-location__adjoining_relationship__adjoins	MAP	nan
allyes	-1	film__producer__films_executive_produced	MRR	1.0
allyes	-1	film__producer__films_executive_produced	MAP	1.0
allyes	-1	baseball__baseball_team__current_roster-sports__sports_team_roster__position	MRR	1.0
allyes	-1	baseball__baseball_team__current_roster-sports__sports_team_roster__position	MAP	1.0
allyes	-1	music__artist__track_contributions-music__track_contribution__role	MRR	1.0
allyes	-1	music__artist__track_contributions-music__track_contribution__role	MAP	1.0
allyes	-1	sports__sports_team__roster-sports__sports_team_roster__position	MRR	1.0
allyes	-1	sports__sports_team__roster-sports__sports_team_roster__position	MAP	1.0
allyes	-1	user__jg__default_domain__olympic_games__sports	MRR	nan
allyes	-1	user__jg__default_domain__olympic_games__sports	MAP	nan
allyes	-1	people__person__ethnicity	MRR	1.0
allyes	-1	people__person__ethnicity	MAP	1.0
allyes	-1	music__group_member__membership-music__group_membership__role	MRR	1.0
allyes	-1	music__group_member__membership-music__group_membership__role	MAP	1.0
allyes	-1	location__country__administrative_divisions	MRR	nan
allyes	-1	location__country__administrative_divisions	MAP	nan
allyes	-1	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	MRR	nan
allyes	-1	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	MAP	nan
allyes	-1	music__artist__genre	MRR	1.0
allyes	-1	music__artist__genre	MAP	1.0
allyes	-1	business__business_operation__industry	MRR	1.0
allyes	-1	business__business_operation__industry	MAP	1.0
allyes	-1	food__diet_follower__follows_diet	MRR	1.0
allyes	-1	food__diet_follower__follows_diet	MAP	1.0
allyes	-1	location__country__second_level_divisions	MRR	nan
allyes	-1	location__country__second_level_divisions	MAP	nan
allyes	-1	film__film__estimated_budget-measurement_unit__dated_money_value__currency	MRR	nan
allyes	-1	film__film__estimated_budget-measurement_unit__dated_money_value__currency	MAP	nan
allyes	-1	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	MRR	1.0
allyes	-1	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	MAP	1.0
allyes	-1	organization__membership_organization__members-organization__organization_membership__member	MRR	1.0
allyes	-1	organization__membership_organization__members-organization__organization_membership__member	MAP	1.0
allyes	-1	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	MRR	1.0
allyes	-1	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	MAP	1.0
allyes	-1	people__person__spouse_s-people__marriage__type_of_union	MRR	1.0
allyes	-1	people__person__spouse_s-people__marriage__type_of_union	MAP	1.0
allyes	-1	education__educational_institution__students_graduates-education__education__major_field_of_study	MRR	nan
allyes	-1	education__educational_institution__students_graduates-education__education__major_field_of_study	MAP	nan
allyes	-1	award__award_winner__awards_won-award__award_honor__award	MRR	nan
allyes	-1	award__award_winner__awards_won-award__award_honor__award	MAP	nan
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__award	MRR	1.0
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__award	MAP	1.0
allyes	-1	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	MRR	nan
allyes	-1	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	MAP	nan
allyes	-1	language__language_writing_system__languages	MRR	nan
allyes	-1	language__language_writing_system__languages	MAP	nan
allyes	-1	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	MRR	1.0
allyes	-1	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	MAP	1.0
allyes	-1	film__film_location__featured_in_films	MRR	nan
allyes	-1	film__film_location__featured_in_films	MAP	nan
allyes	-1	music__group_member__instruments_played	MRR	1.0
allyes	-1	music__group_member__instruments_played	MAP	1.0
allyes	-1	location__location__people_born_here	MRR	1.0
allyes	-1	location__location__people_born_here	MAP	1.0
allyes	-1	business__company_type__companies_of_this_type	MRR	nan
allyes	-1	business__company_type__companies_of_this_type	MAP	nan
allyes	-1	music__performance_role__regular_performances-music__group_membership__role	MRR	nan
allyes	-1	music__performance_role__regular_performances-music__group_membership__role	MAP	nan
allyes	-1	film__film__runtime-film__film_cut__film_release_region	MRR	nan
allyes	-1	film__film__runtime-film__film_cut__film_release_region	MAP	nan
allyes	-1	common__annotation_category__annotations-common__webpage__topic	MRR	1.0
allyes	-1	common__annotation_category__annotations-common__webpage__topic	MAP	1.0
allyes	-1	people__person__profession	MRR	1.0
allyes	-1	people__person__profession	MAP	1.0
allyes	-1	film__film_festival_event__films	MRR	1.0
allyes	-1	film__film_festival_event__films	MAP	1.0
allyes	-1	people__place_of_interment__interred_here	MRR	nan
allyes	-1	people__place_of_interment__interred_here	MAP	nan
allyes	-1	media_common__netflix_genre__titles	MRR	1.0
allyes	-1	media_common__netflix_genre__titles	MAP	1.0
allyes	-1	music__genre__artists	MRR	nan
allyes	-1	music__genre__artists	MAP	nan
allyes	-1	base__aareas__schema__administrative_area__administrative_parent	MRR	nan
allyes	-1	base__aareas__schema__administrative_area__administrative_parent	MAP	nan
allyes	-1	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	MRR	1.0
allyes	-1	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	MAP	1.0
allyes	-1	people__person__places_lived-people__place_lived__location	MRR	1.0
allyes	-1	people__person__places_lived-people__place_lived__location	MAP	1.0
allyes	-1	film__film__other_crew-film__film_crew_gig__film_crew_role	MRR	1.0
allyes	-1	film__film__other_crew-film__film_crew_gig__film_crew_role	MAP	1.0
allyes	-1	education__educational_degree__people_with_this_degree-education__education__institution	MRR	nan
allyes	-1	education__educational_degree__people_with_this_degree-education__education__institution	MAP	nan
allyes	-1	education__educational_institution__students_graduates-education__education__student	MRR	nan
allyes	-1	education__educational_institution__students_graduates-education__education__student	MAP	nan
allyes	-1	award__award_nominated_work__award_nominations-award__award_nomination__award	MRR	1.0
allyes	-1	award__award_nominated_work__award_nominations-award__award_nomination__award	MAP	1.0
allyes	-1	people__cause_of_death__people	MRR	nan
allyes	-1	people__cause_of_death__people	MAP	nan
allyes	-1	base__popstra__celebrity__dated-base__popstra__dated__participant	MRR	1.0
allyes	-1	base__popstra__celebrity__dated-base__popstra__dated__participant	MAP	1.0
allyes	-1	location__location__containedby	MRR	1.0
allyes	-1	location__location__containedby	MAP	1.0
allyes	-1	film__production_company__films	MRR	nan
allyes	-1	film__production_company__films	MAP	nan
allyes	-1	film__film_casting_director__films_casting_directed	MRR	1.0
allyes	-1	film__film_casting_director__films_casting_directed	MAP	1.0
allyes	-1	award__award_ceremony__awards_presented-award__award_honor__honored_for	MRR	1.0
allyes	-1	award__award_ceremony__awards_presented-award__award_honor__honored_for	MAP	1.0
allyes	-1	music__instrument__variation	MRR	1.0
allyes	-1	music__instrument__variation	MAP	1.0
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__award_nominee	MRR	1.0
allyes	-1	award__award_nominee__award_nominations-award__award_nomination__award_nominee	MAP	1.0
allyes	-1	award__award_winner__awards_won-award__award_honor__ceremony	MRR	1.0
allyes	-1	award__award_winner__awards_won-award__award_honor__ceremony	MAP	1.0
allyes	-1	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	MRR	1.0
allyes	-1	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	MAP	1.0
allyes	-1	sports__pro_athlete__teams-sports__sports_team_roster__team	MRR	1.0
allyes	-1	sports__pro_athlete__teams-sports__sports_team_roster__team	MAP	1.0
allyes	-1	film__film__film_set_decoration_by	MRR	1.0
allyes	-1	film__film__film_set_decoration_by	MAP	1.0
allyes	-1	award__award_category__nominees-award__award_nomination__nominated_for	MRR	1.0
allyes	-1	award__award_category__nominees-award__award_nomination__nominated_for	MAP	1.0
allyes	-1	tv__tv_program__genre	MRR	nan
allyes	-1	tv__tv_program__genre	MAP	nan
allyes	-1	media_common__netflix_title__netflix_genres	MRR	1.0
allyes	-1	media_common__netflix_title__netflix_genres	MAP	1.0
allyes	-1	award__award_ceremony__awards_presented-award__award_honor__award_winner	MRR	nan
allyes	-1	award__award_ceremony__awards_presented-award__award_honor__award_winner	MAP	nan
allyes	-1	base__locations__continents__countries_within	MRR	nan
allyes	-1	base__locations__continents__countries_within	MAP	nan
allyes	-1	geography__island__body_of_water	MRR	1.0
allyes	-1	geography__island__body_of_water	MAP	1.0
allyes	-1	sports__sports_position__players-soccer__football_roster_position__team	MRR	1.0
allyes	-1	sports__sports_position__players-soccer__football_roster_position__team	MAP	1.0
allyes	-1	award__award_winner__awards_won-award__award_honor__award_winner	MRR	1.0
allyes	-1	award__award_winner__awards_won-award__award_honor__award_winner	MAP	1.0
allyes	-1	base__eating__diets__people_who_follow_this_diet	MRR	1.0
allyes	-1	base__eating__diets__people_who_follow_this_diet	MAP	1.0
allyes	-1	organization__organization__headquarters-location__mailing_address__state_province_region	MRR	nan
allyes	-1	organization__organization__headquarters-location__mailing_address__state_province_region	MAP	nan
allyes	-1	basketball__basketball_team__roster-basketball__basketball_roster_position__position	MRR	1.0
allyes	-1	basketball__basketball_team__roster-basketball__basketball_roster_position__position	MAP	1.0
allyes	-1	media_common__dedicator__dedications-media_common__dedication__dedicated_to	MRR	1.0
allyes	-1	media_common__dedicator__dedications-media_common__dedication__dedicated_to	MAP	1.0
allyes	-1	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	MRR	1.0
allyes	-1	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	MAP	1.0
allyes	-1	common__topic__webpage-common__webpage__category	MRR	1.0
allyes	-1	common__topic__webpage-common__webpage__category	MAP	1.0
allyes	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	MRR	1.0
allyes	-1	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	MAP	1.0
allyes	-1	food__food__nutrients-food__nutrition_fact__nutrient	MRR	1.0
allyes	-1	food__food__nutrients-food__nutrition_fact__nutrient	MAP	1.0
allyes	-1	film__film_production_designer__films_production_designed	MRR	1.0
allyes	-1	film__film_production_designer__films_production_designed	MAP	1.0
allyes	-1	sports__sports_position__players-sports__sports_team_roster__team	MRR	nan
allyes	-1	sports__sports_position__players-sports__sports_team_roster__team	MAP	nan
allyes	-1	education__field_of_study__students_majoring-education__education__institution	MRR	1.0
allyes	-1	education__field_of_study__students_majoring-education__education__institution	MAP	1.0
allyes	-1	award__award_category__winners-award__award_honor__honored_for	MRR	1.0
allyes	-1	award__award_category__winners-award__award_honor__honored_for	MAP	1.0
allyes	-1	government__political_district__representatives-government__government_position_held__legislative_sessions	MRR	1.0
allyes	-1	government__political_district__representatives-government__government_position_held__legislative_sessions	MAP	1.0
allyes	-1	symbols__name_source__namesakes	MRR	1.0
allyes	-1	symbols__name_source__namesakes	MAP	1.0
allyes	-1	music__instrument__instrumentalists	MRR	1.0
allyes	-1	music__instrument__instrumentalists	MAP	1.0
50changed	0.3	film__film__executive_produced_by	precision	None
50changed	0.3	film__film__executive_produced_by	recall	None
50changed	0.3	film__film__executive_produced_by	f1	None
50changed	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	precision	None
50changed	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	recall	None
50changed	0.3	soccer__football_team__current_roster-sports__sports_team_roster__position	f1	None
50changed	0.3	influence__influence_node__peers-influence__peer_relationship__peers	precision	0.0
50changed	0.3	influence__influence_node__peers-influence__peer_relationship__peers	recall	None
50changed	0.3	influence__influence_node__peers-influence__peer_relationship__peers	f1	None
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	precision	None
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	recall	None
50changed	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__actor	f1	None
50changed	0.3	film__film__production_companies	precision	1.0
50changed	0.3	film__film__production_companies	recall	1.0
50changed	0.3	film__film__production_companies	f1	1.0
50changed	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	precision	None
50changed	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	recall	None
50changed	0.3	olympics__olympic_participating_country__athletes-olympics__olympic_athlete_affiliation__sport	f1	None
50changed	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	precision	1.0
50changed	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	recall	1.0
50changed	0.3	location__hud_foreclosure_area__hhuniv-measurement_unit__dated_integer__source	f1	1.0
50changed	0.3	aviation__airline__hubs	precision	1.0
50changed	0.3	aviation__airline__hubs	recall	1.0
50changed	0.3	aviation__airline__hubs	f1	1.0
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	precision	1.0
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	recall	1.0
50changed	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award_nominee	f1	1.0
50changed	0.3	music__record_label__artist	precision	1.0
50changed	0.3	music__record_label__artist	recall	0.5
50changed	0.3	music__record_label__artist	f1	0.6666666666666666
50changed	0.3	film__actor__film-film__performance__film	precision	0.8333333333333334
50changed	0.3	film__actor__film-film__performance__film	recall	1.0
50changed	0.3	film__actor__film-film__performance__film	f1	0.9090909090909091
50changed	0.3	time__time_zone__locations_in_this_time_zone	precision	1.0
50changed	0.3	time__time_zone__locations_in_this_time_zone	recall	1.0
50changed	0.3	time__time_zone__locations_in_this_time_zone	f1	1.0
50changed	0.3	film__film__starring-film__performance__actor	precision	1.0
50changed	0.3	film__film__starring-film__performance__actor	recall	1.0
50changed	0.3	film__film__starring-film__performance__actor	f1	1.0
50changed	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	precision	1.0
50changed	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	recall	1.0
50changed	0.3	base__petbreeds__city_with_dogs__top_breeds-base__petbreeds__dog_city_relationship__dog_breed	f1	1.0
50changed	0.3	people__deceased_person__place_of_death	precision	1.0
50changed	0.3	people__deceased_person__place_of_death	recall	1.0
50changed	0.3	people__deceased_person__place_of_death	f1	1.0
50changed	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	precision	None
50changed	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	recall	0.0
50changed	0.3	sports__sports_position__players-baseball__baseball_roster_position__team	f1	None
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	precision	1.0
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	recall	1.0
50changed	0.3	award__award_winning_work__awards_won-award__award_honor__ceremony	f1	1.0
50changed	0.3	tv__tv_genre__programs	precision	0.0
50changed	0.3	tv__tv_genre__programs	recall	None
50changed	0.3	tv__tv_genre__programs	f1	None
50changed	0.3	people__marriage_union_type__unions_of_this_type-people__marriage__spouse	precision	None
